Assemblage,m,Method,Order.q,qD,qD.LCL,qD.UCL,SC,SC.LCL,SC.UCL
HGMH31MH,1,Rarefaction,0,0.9999999999999999,0.9999999999999997,1,0.1176162821116048,0.0960984204860221,0.1391341437371875
HGMH31MH,11,Rarefaction,0,7.023918881715424,6.594375492357292,7.4534622710735565,0.5940267129941305,0.5493714891402031,0.6386819368480579
HGMH31MH,21,Rarefaction,0,10.451320474556285,9.64432969173241,11.258311257380159,0.7145482098768231,0.6776987592310371,0.7513976605226091
HGMH31MH,31,Rarefaction,0,13.012834136854638,11.897305704470572,14.128362569238703,0.7738955805952703,0.7415654616185436,0.806225699571997
HGMH31MH,41,Rarefaction,0,15.093646498295548,13.709891947839695,16.4774010487514,0.8111849366501804,0.7823489134542594,0.8400209598461015
HGMH31MH,51,Rarefaction,0,16.858663261900503,15.238033452799744,18.479293071001262,0.8369798767614751,0.8107667056259271,0.8631930478970231
HGMH31MH,61,Rarefaction,0,18.398885833267,16.566001320428303,20.231770346105694,0.8560145570627837,0.8317386180760521,0.8802904960495154
HGMH31MH,71,Rarefaction,0,19.769431451092046,17.74333638149137,21.79552652069272,0.8707902487736398,0.8479758690934408,0.8936046284538387
HGMH31MH,81,Rarefaction,0,21.005926800733043,18.80141640972398,23.210437191742106,0.8827131496794337,0.8610445822963474,0.90438171706252
HGMH31MH,91,Rarefaction,0,22.132824035719313,19.7616064186716,24.504041652767025,0.892613000375856,0.8718771358611517,0.9133488648905603
HGMH31MH,101,Rarefaction,0,23.167845688281652,20.639412515229125,25.69627886133418,0.9010048636578152,0.881049271656106,0.9209604556595243
HGMH31MH,111,Rarefaction,0,24.124443767544616,21.44667570174495,26.80221183334428,0.9082261481616226,0.8889331599938579,0.9275191363293873
HGMH31MH,121,Rarefaction,0,25.013208244204296,22.19278107350959,27.833635414899003,0.9145102478727103,0.895782325178541,0.9332381705668796
HGMH31MH,131,Rarefaction,0,25.842705155627435,22.885358523439745,28.800051787815125,0.9200271301152557,0.9017790445090592,0.9382752157214522
HGMH31MH,141,Rarefaction,0,26.619997180019425,23.530712584921588,29.70928177511726,0.9249062665891764,0.9070610547248797,0.9427514784534731
HGMH31MH,151,Rarefaction,0,27.3509830289993,24.134103166441,30.567862891557596,0.9292499114649202,0.9117367991241294,0.946763023805711
HGMH31MH,161,Rarefaction,0,28.04063083020291,24.699941281353773,31.38132037905205,0.933140994193523,0.9158942900262071,0.9503876983608389
HGMH31MH,171,Rarefaction,0,28.693147725322245,25.231934379988353,32.15436107065614,0.9366479593223508,0.9196063935425576,0.953689525102144
HGMH31MH,181,Rarefaction,0,29.31210973769027,25.733200347084587,32.89101912829595,0.9398278565906474,0.9229341022622913,0.9567216109190034
HGMH31MH,191,Rarefaction,0,29.900565731307633,26.20636080276469,33.59477065985058,0.942728422775597,0.9259286758636192,0.9595281696875748
HGMH31MH,201,Rarefaction,0,30.461123431306746,26.653619674046976,34.26862718856651,0.9453895819553517,0.9286331465041536,0.9621460174065498
HGMH31MH,211,Rarefaction,0,30.99602210310551,27.07683038119695,34.91521382501407,0.9478446101249492,0.9310834689138002,0.9646057513360983
HGMH31MH,221,Rarefaction,0,31.50719455008077,27.4775535158147,35.53683558434684,0.950121104309125,0.9333094708481818,0.9669327377700682
HGMH31MH,231,Rarefaction,0,31.99631999642434,27.857106087961796,36.135533904886884,0.9522418338088752,0.9353356878907747,0.9691479797269756
HGMH31MH,241,Rarefaction,0,32.464868826973486,28.216603008724142,36.71313464522283,0.954225514543125,0.9371821253803042,0.9712689037059458
HGMH31MH,251,Rarefaction,0,32.914139850183524,28.55699128477556,37.271288415591485,0.956087526548556,0.9388649669595647,0.9733100861375473
HGMH31MH,261,Rarefaction,0,33.345290606582886,28.879077330079937,37.811503883085834,0.9578405834585925,0.940397236560014,0.975283930357171
HGMH31MH,271,Rarefaction,0,33.75936118503492,29.18354778346888,38.33517458660096,0.9594953572793331,0.9417894141003516,0.9772013004583147
HGMH31MH,276,Rarefaction,0,33.96028880866425,29.329362726794063,38.59121489053444,0.9602888086642599,0.942435688189208,0.9781419291393119
HGMH31MH,277,Observed,0,34,29.358020570640864,38.64197942935913,0.9604451519372352,0.9425623547804719,0.9783279490939986
HGMH31MH,1,Rarefaction,1,1,1,1,0.1176162821116048,0.0960984204860221,0.1391341437371875
HGMH31MH,11,Rarefaction,1,6.016550336618872,5.5316707511518945,6.501429922085849,0.5940267129941305,0.5493714891402031,0.6386819368480579
HGMH31MH,21,Rarefaction,1,8.06913609003257,7.222886436530989,8.915385743534152,0.7145482098768231,0.6776987592310371,0.7513976605226091
HGMH31MH,31,Rarefaction,1,9.27580425893788,8.193461184057272,10.358147333818488,0.7738955805952703,0.7415654616185436,0.806225699571997
HGMH31MH,41,Rarefaction,1,10.09506617282065,8.844482964339358,11.345649381301941,0.8111849366501804,0.7823489134542594,0.8400209598461015
HGMH31MH,51,Rarefaction,1,10.696921169377163,9.319383239318217,12.074459099436108,0.8369798767614751,0.8107667056259271,0.8631930478970231
HGMH31MH,61,Rarefaction,1,11.162242619541736,9.685045944228937,12.639439294854535,0.8560145570627837,0.8317386180760521,0.8802904960495154
HGMH31MH,71,Rarefaction,1,11.535188520967798,9.97743089461611,13.092946147319488,0.8707902487736398,0.8479758690934408,0.8936046284538387
HGMH31MH,81,Rarefaction,1,11.842181260614968,10.217799516765837,13.4665630044641,0.8827131496794337,0.8610445822963474,0.90438171706252
